file_id,odd_ratio_post_median,alignment_score_median,knee_norm_span,noise_flatness_median,hysteresis_proxy,spacing_cv,spacing_outlier_flag,pipeline_version
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000014250],6.727360612922871,0.5979476843849106,0.0,0.01780772521919448,,0.09344598154018481,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000015000],6.344602411489667,0.7326000276729244,0.0,0.017800151931385073,,0.09254370923485876,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000015750],6.186095234644001,0.519011853888427,0.0,0.018057976319834006,,0.09822227499269402,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000016500],6.405863473205171,0.5164192004147149,0.0,0.01799476906146281,,0.09036745497504181,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000017250],6.689104303963233,0.5735080835387488,0.0,0.017867826118747498,,0.100286167713796,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000018000],7.177902869189812,0.7331258259757427,0.0,0.01764808844749876,,0.09166092412180238,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000018750],6.989544380646289,0.7005057833683729,0.0,0.017763977962138577,,0.09543843854231791,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000019500],6.935759797518879,0.4888264187209616,0.0,0.018043931410608297,,0.09703243250387408,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000020250],7.065715470781642,0.5001029074771609,0.0,0.01802440165239622,,0.09212823207341832,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000021000],6.992590361394678,0.7335210427017959,0.0,0.017805870871350014,,0.09140535276105273,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000021750],6.9524794758951955,0.7349927433275621,0.0,0.01776255351429973,,0.08968493527679489,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000022500],6.61925325961257,0.6119126461761143,0.0,0.017814318737237295,,0.09198907202554654,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000023250],6.912399115436585,0.5180762256975586,0.0,0.017978275318400842,,0.09096690977566738,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000024000],6.9568254770252835,0.501394275813957,0.0,0.017974405244935678,,0.09012001009418147,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000024750],6.952862669198971,0.5519673314507009,0.0,0.01795254781760795,,0.09263752731191018,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000025500],6.9118114603666285,0.7402288939112661,0.0,0.01775556184500713,,0.09485255649903934,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000026250],6.64471190763406,0.5636416786457876,0.0,0.017884206840674464,,0.0925775363113028,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000027000],6.694654287881206,0.5065572863545258,0.0,0.01803351214214285,,0.09038129349459005,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000027750],7.024981211247567,0.5535618384619693,0.0,0.017866909992380626,,0.09251566916372009,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000028500],7.086561496332293,0.6325952364105883,0.0,0.017659965141168042,,0.08956359396355931,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000029250],7.5930515584340235,0.6483655452699767,0.0,0.01778049380535986,,0.09484471709809804,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000030000],7.494460528875869,0.6432807407729576,0.0,0.017794206772850835,,0.0958875255168697,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000030750],7.085197302518915,0.6778462534373748,0.0,0.01772522485597074,,0.09303324790444252,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000031500],6.667000491037121,0.7536079959716933,0.0,0.01779343591773205,,0.094977041887658,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000032250],6.488281623530277,0.7724225068063686,0.0,0.017796467995686658,,0.09326887941219879,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000033000],6.557905730194634,0.8116714825399267,0.0,0.017691003610620294,,0.09473980718402458,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000033750],6.405383873256379,0.8087378998195435,0.0,0.017750156235746786,,0.0898486882387978,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000034500],6.7843688766560835,0.8013784998679429,0.0,0.017562164343901867,,0.0898781068025988,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000035250],7.035538671013434,0.846369507769363,0.0,0.01765607676791556,,0.09187018789850661,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000036000],7.022161774385796,0.8479354074596369,0.0,0.017703413482993764,,0.09119158926762172,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000036750],7.184533510441098,0.84044882656274,0.0,0.017728785608778774,,0.10368749479689822,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000037500],6.862914783706077,0.8911014448834681,0.0,0.01772646022658955,,0.08851439224005289,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000038250],7.226430887559816,0.6791271846179544,0.0,0.01797394367219538,,0.09275676927416268,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000039000],7.010510449947979,0.8643784661043346,0.0,0.01779112977190371,,0.09776416649692368,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000039750],6.823726882340972,0.7322199448600945,0.0,0.017924952957040254,,0.09509282526265889,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000040500],6.889651923998579,0.7726551816557783,0.0,0.017815877763324512,,0.08847295480529682,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000041250],6.506346607087887,0.8393520943810585,0.0,0.01782488858822411,,0.09132019425715396,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000042000],7.322512679801303,0.6934189500377994,0.0,0.017998873271185763,,0.09458761307674136,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000042750],8.134255634750133,0.8296013806339401,0.0,0.017795075147371248,,0.08947922826041275,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000043500],8.846411280514168,0.8811751549777979,0.0,0.01772733848440188,,0.09758323241749867,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000044250],8.613749536323716,0.9210360303085784,0.0,0.017713647449950687,,0.0905317072701873,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000045000],7.9448080598803585,0.7077052894122842,0.0,0.017930006417097202,,0.09591371976065613,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000045750],8.050133953099051,0.6765724118641039,0.0,0.017967320570448413,,0.09242274469858201,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000046500],8.081149516023954,0.7766548076776045,0.0,0.017818879435975446,,0.09322106623766813,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000047250],7.868544498516702,0.9043261225634386,0.0,0.01771936474542748,,0.09340817940795264,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000048000],8.074013221816559,0.6781047210243886,0.0,0.017947405006010015,,0.0888172653862943,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000048750],8.461298053751557,0.8631676044498332,0.0,0.017818299135244117,,0.092490446607516,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000049500],8.626498949302437,0.6746729592735727,0.0,0.017904035702696153,,0.09666180133848037,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000050250],8.101097156882718,0.8623511308428548,0.0,0.017750612251797762,,0.09625406640663449,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000051000],7.673864254393522,0.8719867050113365,0.0,0.01774949286557077,,0.09313931761721313,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000051750],7.294528995764026,0.8518455569523082,0.0,0.017790695667359798,,0.09003379658809396,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000052500],7.297976307387959,0.7712662571067869,0.0,0.01787936930499022,,0.09345123210632043,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000053250],7.720941744039823,0.6662399948223653,0.0,0.018094131281685542,,0.09432138857571669,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000054000],7.628176042074918,0.6688560456673684,0.0,0.018036571635590255,,0.092097434073038,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000054750],7.907964073828799,0.6847795102549324,0.0,0.018052412647571237,,0.08968662626532176,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000055500],7.711285118873456,0.8708379534105117,0.0,0.017819566222233473,,0.09206281479855526,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000056250],7.8742895961112875,0.8463520097203179,0.0,0.01775189742897187,,0.09372082825778724,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000057000],7.404875103884367,0.8536730504617988,0.0,0.017787016209202255,,0.09902771784169362,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000057750],7.385759901584575,0.6641087682630434,0.0,0.01804025750072658,,0.09230065816804188,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000058500],7.6871277023726705,0.6558417338938032,0.0,0.018021615708873444,,0.0914769792312536,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000059250],7.22750485361268,0.6819713690699546,0.0,0.01817659168740543,,0.08958669373992306,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000060000],7.337058364568275,0.6632459614071307,0.0,0.018048777952004456,,0.09230182504896442,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000060750],7.483773371370643,0.6589783150488432,0.0,0.018170231811320724,,0.091834048384091,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000061500],7.395492345615805,0.6564021871717743,0.0,0.018037733660576087,,0.09608578797402127,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000062250],6.777030368621825,0.6595428409846527,0.0,0.01805621914590143,,0.0916936433768191,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000063000],6.600278522764135,0.6753029686553509,0.0,0.01813808064967836,,0.09353105197450873,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000063750],6.711075520858644,0.740827691599775,0.0,0.01795603014638057,,0.0942632787150408,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000064500],6.516930563310765,0.8768183516075378,0.0,0.017839535334324842,,0.0913543676105871,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000065250],6.642990228698039,0.8806638472776221,0.0,0.0178394204256493,,0.09597605655015912,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000066000],6.735855946258986,0.8805303984488493,0.0,0.01779183846022386,,0.09274838468789905,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000066750],6.89945442107108,0.6906419661311737,0.0,0.01800409140074669,,0.09035644292234017,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000067500],6.68698362212649,0.6827739258830734,0.0,0.018109842076670216,,0.09281928517832716,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000068250],6.405649121838621,0.6568522822451252,0.0,0.018120260731273652,,0.0932289908125413,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000069000],6.627246766816774,0.6899258640991618,0.0,0.018147288419464204,,0.09294262808075011,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000069750],6.47210855435488,0.7656919419528668,0.0,0.018057932811154035,,0.08987917478476676,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000070500],6.352327047960296,0.8025316050020269,0.0,0.017958425927427357,,0.08936955795761758,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000071250],6.533089937506593,0.7633563549089603,0.0,0.017957716048913892,,0.09209391892966004,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000072000],6.484125219662303,0.7021360799471289,0.0,0.018079872279565805,,0.09490755971385265,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000072750],6.698123336823392,0.6729662130452881,0.0,0.01818920651779438,,0.09265743037176707,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000073500],6.566078565669996,0.6748004195678021,0.0,0.018087570071493572,,0.0939248176067092,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000074250],6.595277159264439,0.6713728067500145,0.0,0.01815367010983108,,0.09311449942231038,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000075000],6.503476783361743,0.6713428751337548,0.0,0.018143964323117327,,0.09210575038278015,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000075750],6.722024072411783,0.6657239086264412,0.0,0.01820990766571559,,0.09481475523293624,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000076500],7.07227385083506,0.6899990876882663,0.0,0.018236141527821655,,0.09200211178624777,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000077250],7.009951209610526,0.8883708907776233,0.0,0.01789517652851875,,0.08993734216867678,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000078000],6.642523382659661,0.882945233975145,0.0,0.017994136643197878,,0.09287619520526132,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000078750],6.705401153097277,0.6782133443078399,0.0,0.018144692832843957,,0.09253394525646368,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000079500],6.77586702779857,0.6660505133292628,0.0,0.018188672806014324,,0.09112119479639184,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000080250],7.061603395862981,0.682992913590649,0.0,0.018144495075345584,,0.09212483246039165,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000081000],7.033269322195752,0.8282217688388771,0.0,0.01792523951359035,,0.09458853250250461,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000081750],7.0229619302855255,0.8738610828943907,0.0,0.018011047272031115,,0.0911510231424503,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000082500],7.041493926826168,0.8507465564627593,0.0,0.017953589202377752,,0.09438126306820455,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000083250],6.998845732957715,0.8583249416073618,0.0,0.017917789052342335,,0.09242084478789248,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000084000],7.269021202681368,0.8831598686558877,0.0,0.01799049493723189,,0.0909934570245088,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000084750],6.867436414558625,0.8843187679736054,0.0,0.017937457318528475,,0.09124287958582412,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000085500],6.640434234395853,0.8830831897081639,0.0,0.017937123968743817,,0.08937159639991557,False,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000086250],6.7627040223478865,0.8984160955420503,0.0,0.01787456192270386,,0.08930638804192596,False,6.0
